epoch,acc,loss,val_acc,val_loss
0,0.9102616837366047,0.2546796966158089,0.9383419,0.1808483853140004
1,0.9514540122570851,0.14076960374715441,0.9408158,0.18100568243580187
2,0.9610063711985133,0.11204090664406194,0.9396439,0.1935609461093349
3,0.9662767402427151,0.09568379069090178,0.93893373,0.20398259381335138
4,0.9694431045758404,0.0854110450235376,0.93854314,0.21424645553052077
5,0.9725650806239218,0.07701427466591516,0.9377619,0.22442633656231095
6,0.9746039825169341,0.070688538113236,0.9375607,0.2333141755618617
7,0.9759741009152865,0.06700655504078563,0.93682677,0.24048839361925406
8,0.9768707442731714,0.0638759693048761,0.93645984,0.24923443574689333
9,0.9779212670192083,0.06061433651225021,0.93666106,0.2501455716417836
