epoch,acc,loss,val_acc,val_loss
0,0.7163918526396951,0.5886644021731691,0.84794414,0.3561780417585114
1,0.9080504364694472,0.2395429945969096,0.8184639,0.40886827621282396
2,0.9577109602327837,0.11634513714227006,0.905353,0.2183488737806227
3,0.9879728419010669,0.04423614958929897,0.91776574,0.21230440605879755
4,0.9924345295829292,0.028120275289154496,0.8844065,0.382230916256309
5,0.990882638215325,0.02591091631489393,0.8906129,0.324170849506387
6,0.9992240543161979,0.00465392502157219,0.9131109,0.27016598425510785
7,1.0,0.0014191271377753134,0.9200931,0.25904824957540556
8,1.0,0.0007062863887437966,0.9208689,0.2547290230833162
9,1.0,0.0003795210304621482,0.9208689,0.2561732943988383
