epoch,acc,loss,val_acc,val_loss
0,0.8932816850980217,0.298676095236963,0.9151772,0.2578172678861769
1,0.9455651664412729,0.15938479256060611,0.93741864,0.1932946750012055
2,0.9568664238134271,0.12680049229393114,0.9387207,0.20824906038703467
3,0.9628529238563358,0.10836965709599888,0.9289316,0.28970346309473755
4,0.9680877822725027,0.09420610006929943,0.93211573,0.31572923837281863
5,0.9705261787309093,0.08662852251823935,0.93372554,0.35508727791414285
6,0.9735149899238593,0.0776230450680515,0.9243626,0.44941737037110163
7,0.9770542158513525,0.0687802896477847,0.93206835,0.44604178260203037
8,0.9783651498696464,0.06587731383192955,0.9327431,0.4670151826465636
9,0.9803448673826004,0.06093698096824167,0.931441,0.5442774694685723
