epoch,acc,loss,val_acc,val_loss
0,0.35802702950690185,1.3111692693090993,0.3557326,1.3223435808369919
1,0.3588496923897138,1.3076355329953713,0.35604033,1.3274432085236632
2,0.35999195092466485,1.30377790820519,0.35218152,1.3324650562847233
3,0.3678901064436367,1.2969252288537485,0.3502403,1.3375635613365857
4,0.3721928108737071,1.2913801873370208,0.35227624,1.336271118969293
5,0.3760486732345128,1.2863720992636571,0.34754148,1.3425800949670226
6,0.37803430918547265,1.2824940894369676,0.34464148,1.3493464490979636
7,0.3825086483178888,1.277921296863845,0.34177694,1.3548425535273956
8,0.38458306083893623,1.2753202631842626,0.34448758,1.357652806769503
9,0.38769024079200304,1.2719082088210991,0.34517413,1.357447778768565
