epoch,acc,loss,val_acc,val_loss
0,0.5326867121267272,0.6975854977025903,0.4996121,0.6985916384807199
1,0.5897187198283717,0.6696871761669821,0.48487198,0.7286652445885634
2,0.6756547042053955,0.6037491884425817,0.47323507,0.8289230618946676
3,0.7807953443490222,0.46770859493085415,0.49185416,1.0227103732740166
4,0.8812803103782735,0.28996144237446625,0.47788984,1.2807562512145476
5,0.9483996120271581,0.15192918786842277,0.4972847,1.6272674076681086
6,0.9782735208535402,0.078623366817944,0.5003879,1.995960010679495
7,0.985838991270611,0.05335509444222895,0.47556245,2.0909607785907802
8,0.9918525703200776,0.03434557230180178,0.49650893,2.2028709334676075
9,0.9957322987390883,0.02141429006654334,0.49418154,2.347483236166375
