epoch,acc,loss,val_acc,val_loss
0,0.9002920749157647,0.2782315756969594,0.9372411,0.18551860265198317
1,0.9490925554927544,0.14605812366373525,0.9400819,0.17769927135378213
2,0.959674722647199,0.11395123667500615,0.94111174,0.18466647925277216
3,0.9645248825929861,0.09917476020326456,0.94073296,0.1912212101353922
4,0.9682357432226487,0.08875511404104951,0.9398097,0.19989200436575916
5,0.9704048507517896,0.08154459893995789,0.94031864,0.20312736532272216
6,0.9719554815093201,0.07698650153273395,0.93891007,0.20949541880397482
7,0.9734380502297834,0.07267233144044769,0.9395374,0.2154003636990134
8,0.9747282697150568,0.06912838181499317,0.93877983,0.2199103840146817
9,0.975355624143676,0.06761243765282943,0.93880355,0.2225283884036406
