epoch,acc,loss,val_acc,val_loss
0,0.8937669970143244,0.2963386837657631,0.9322341,0.20006069112649788
1,0.9461658878988657,0.15762802317785593,0.9332639,0.20173834111919056
2,0.9563396828309073,0.12779955662071898,0.9325537,0.21403173519714389
3,0.9614354579539368,0.11197856978827825,0.93081367,0.22633993125701812
4,0.9643236557007875,0.10253059204124025,0.9320921,0.22798674185786666
5,0.9664394972878758,0.0957538626130901,0.93212754,0.23542038953732408
6,0.96770012458312,0.09159038349973164,0.9324708,0.2420199716444768
7,0.9686529931020605,0.08849067922394427,0.9319855,0.24626494304002883
8,0.9693868794147849,0.08597869670307177,0.9300561,0.25348535767869484
9,0.9701207657275092,0.08379069321230818,0.93003243,0.25947986781683213
