epoch,acc,loss,val_acc,val_loss
0,0.641125121403388,0.6389391647624691,0.69976723,0.6026090217986895
1,0.7129000970972729,0.562921270944908,0.71450734,0.565081225706682
2,0.808923375398412,0.4145552745123261,0.8184639,0.4231248064684812
3,0.907080504376257,0.23530689565795468,0.8611327,0.3672276723283127
4,0.9526673132880699,0.12537182009879186,0.871218,0.35866393258721446
5,0.9786614936954413,0.06992326080907502,0.87742436,0.37165031976899593
6,0.9899127061105722,0.037124678465085166,0.8789759,0.4077773001695253
7,0.9934044616876818,0.02600546516834873,0.875097,0.5667842335253376
8,0.9926285160038797,0.021420010077251278,0.8782002,0.5706017444631312
9,0.9947623666343356,0.017392009051194167,0.875097,0.5172638467710271
