epoch,acc,loss,val_acc,val_loss
0,0.6137730360146753,0.7094235545795711,0.71605897,0.5586399662115483
1,0.7968962173341664,0.44182410920047854,0.83010083,0.40023376444127784
2,0.9008729388942774,0.24785904934057093,0.871218,0.3125648357962526
3,0.9489815712900097,0.1355345614212922,0.8929403,0.3007561600051063
4,0.9769156159068865,0.07167255680793111,0.8960434,0.327516356025027
5,0.9897187196896218,0.037511950020545554,0.8882855,0.38067877061428074
6,0.9945683802133851,0.021592701094497853,0.8813033,0.4282254240510998
7,0.9963142580019398,0.013945640671298642,0.87432116,0.507127949764231
8,0.9978661493695441,0.010160523577877022,0.87664855,0.5472239330815566
9,0.9986420950533462,0.009146080851881986,0.8875097,0.5718167684538776
