epoch,acc,loss,val_acc,val_loss
0,0.600387972911276,0.6907515320930518,0.76493406,0.49320800920342917
1,0.8483026188398078,0.34997504759655773,0.86346006,0.30564359512506667
2,0.9381183317167798,0.16713943976085094,0.8851823,0.2992805624489085
3,0.9699321047526673,0.08393008787574284,0.8929403,0.2990847773289292
4,0.9856450048496606,0.04271064570117615,0.89992243,0.4112650173592697
5,0.9842870999030068,0.04254602123310231,0.8844065,0.48276857815573065
6,0.9939864209505335,0.01749858046827599,0.8836307,0.44644085356576946
7,0.9976721629485936,0.007994903625515784,0.8960434,0.4725083786910407
8,0.9984481086323957,0.004438980497507781,0.89216447,0.547421791277901
9,0.9988360814742968,0.002925020334906336,0.8867339,0.6251923699449253
