epoch,acc,loss,val_acc,val_loss
0,0.7864209505797126,0.5560236250625781,0.86501163,0.2946181552552548
1,0.938894277400582,0.15549907340775637,0.9038014,0.24426473176599567
2,0.9821532492725509,0.05291969260443851,0.9100078,0.27168780967558515
3,0.9967022308438409,0.011407554959044448,0.9138867,0.3065588979225366
4,0.9986420950533462,0.004417495390482549,0.91466254,0.33701445503323646
5,0.9996120271580989,0.0019435838919977862,0.91466254,0.35744871253464183
6,0.9998060135790494,0.0011093553209835108,0.9162141,0.36811435453830715
7,0.9998060135790494,0.0007997978265465508,0.9162141,0.3815087288086316
8,1.0,0.0006083029028722592,0.91543835,0.3921437274586609
9,1.0,0.00048259210372632934,0.91543835,0.40186433814309935
