epoch,acc,loss,val_acc,val_loss
0,0.892272591417673,0.3018785314787813,0.9319737,0.20196919920871137
1,0.9446211755793411,0.16162094751421657,0.93360716,0.19961484979181723
2,0.9541735345207693,0.13363271417040373,0.9338676,0.20833779627597088
3,0.9589319586774658,0.1185719885448819,0.93367815,0.21521483151508167
4,0.9614088249829105,0.11025518602947387,0.9327194,0.2224387633089614
5,0.963367827962844,0.10421324088372823,0.9333823,0.22447216222633967
6,0.964601822287062,0.1001469471201286,0.9332284,0.22416440328835216
7,0.9659038786483471,0.09658842911813816,0.93311,0.23169505046693578
8,0.9671467506295739,0.09403418993984491,0.93350065,0.23114010119386807
9,0.9674693055008922,0.09246095685095895,0.93195,0.23767841246365085
