epoch,acc,loss,val_acc,val_loss
0,0.7245392822964924,0.5488289313450471,0.83087665,0.3790283384389707
1,0.8909796314373627,0.2633481541093869,0.8875097,0.27006867248203703
2,0.9513094083414161,0.12669536202557016,0.901474,0.2622439226871132
3,0.9815712900096993,0.05620006825905889,0.90069824,0.3320289002175105
4,0.9827352085354025,0.044361752612751375,0.89681923,0.4138518778088483
5,0.9819592628516004,0.04705855555043788,0.8851823,0.3956449529382959
6,0.9947623666343356,0.016947012937347253,0.9045772,0.35873511634749716
7,0.9982541222114452,0.00571282595596974,0.9045772,0.3868911053618319
8,0.9984481086323957,0.0034063944125088835,0.9038014,0.4146079425205086
9,0.9994180407371483,0.002380596961247877,0.8983708,0.4377944582279936
