epoch,acc,loss,val_acc,val_loss
0,0.3603914454902355,1.3061169659325156,0.36143795,1.316802124400157
1,0.3646349655400711,1.2974144945237727,0.35788688,1.326725455343135
2,0.3876251379737624,1.2677913249859551,0.33997774,1.3591847955702223
3,0.41149419845149754,1.2369535434917978,0.33152625,1.3833647335245343
4,0.42136615304524117,1.2233415324782562,0.32899317,1.4043459638394782
5,0.42719285526199213,1.2141998840638721,0.33130133,1.4154849008686297
6,0.42685254507630344,1.214066013877733,0.32635355,1.4287030228904491
7,0.43494896826829466,1.2031192212987603,0.32309842,1.4421286170183096
8,0.4386272774891015,1.1971077979666294,0.3212045,1.4368196180272557
9,0.4386509512409485,1.1996878819284216,0.3216898,1.4418573612652166
